57525.33	17.67	0.05
57531.28	17.28	0.05
57533.22	17.21	0.04
57534.18	17.16	0.04
57535.25	17.13	0.05
57537.23	17.04	0.05
57541.22	16.91	0.06
57542.21	16.91	0.06
57543.23	16.88	0.06
57546.29	16.83	0.05
57547.20	16.81	0.04
57548.17	16.81	0.06
57566.24	16.88	0.05
57575.19	17.06	0.05
#57691.52	19.17	0.10
#57694.52	19.23	0.10
#57696.53	19.23	0.09
