-15.091	44.341	0.024
-14.710	44.346	0.024
-13.720	44.353	0.024
-13.339	44.354	0.024
-12.885	44.365	0.024
-11.950	44.382	0.023
-11.940	44.385	0.023
-11.078	44.382	0.023
-10.097	44.384	0.023
-9.216	44.387	0.023
-8.299	44.390	0.022
-7.972	44.387	0.020
-7.455	44.392	0.022
-4.685	44.405	0.021
-4.440	44.405	0.021
-3.796	44.402	0.021
-2.851	44.397	0.020
-2.724	44.398	0.020
-2.016	44.393	0.020
-1.090	44.389	0.020
-0.944	44.385	0.019
-0.091	44.383	0.020
0.754	44.381	0.019
0.908	44.383	0.018
1.634	44.373	0.019
3.823	44.358	0.018
5.248	44.338	0.018
8.908	44.283	0.017
9.534	44.269	0.018
10.715	44.251	0.017
11.614	44.231	0.018
11.850	44.235	0.017
14.356	44.205	0.017
41.170	43.592	0.023
44.175	43.564	0.028
